StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Scorer,File_id,Time_day,weather_conditions,intersection_type,Dedicated_turn,Wait_at_intersection,signalized_intersect,opposing_lanes,vehicle_movement,Signal_obscured,signal_state,turn_signal,turn_phase,traffic_obscured,time_of_entering,gap_decision,time_of_exiting,lead_vehicle,crash,comment,incomplete_video,Scorer - Topics
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Initials of Scorer:,File_ID:,Time of day,Weather conditions,"Intersection type If all off the video only shows driver driving straight through intersections, then select the intersection closest to the end of the drive and complete the scoring sheet for it",Dedicated turn lanes at intersection? (for specific turn type),"Wait at intersection, due to queue or signal",Signalized Intersection,Opposing lanes,Vehicle Movement,Signal obscured?,Signal State at time of turn/going through intersection,Turn signal indication,Turn phasing (for direction of turn),Oncoming Traffic Obscured,Time of entering the intersection (to nearest 0.1 of a second)For example: 470258 would become 470200,Gap Decision,Time of completing intersection (to nearest 0.1 of a second)For example: 470258 would become 470200,Following lead vehicle through intersection,Was there a crash?,CommentsReport questions or anything unusual about the drive/video here,"If the driver waits at an intersection and the video ends, select yes",Scorer - Topics
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2_TEXT""}","{""ImportId"":""QID3_TEXT""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID7""}","{""ImportId"":""QID8""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17_TEXT""}","{""ImportId"":""QID18""}","{""ImportId"":""QID19_TEXT""}","{""ImportId"":""QID20""}","{""ImportId"":""QID24""}","{""ImportId"":""QID21_TEXT""}","{""ImportId"":""QID23""}","{""ImportId"":""QID2_TEXT_0f9d2c662cea421a838f1eedTopics""}"
3/30/18 13:30,3/30/18 13:34,0,128.119.202.240,100,229,1,3/30/18 13:34,R_11dSPIT9he6nL94,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1886090,2,1,2,2,2,2,2,3,1,4,2,2,1,182400,1,185400,1,1,,1,Unknown
3/30/18 13:34,3/30/18 13:41,0,128.119.202.240,100,373,1,3/30/18 13:41,R_2U6pErJOFQGT34b,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1902552,2,1,2,1,1,2,2,1,1,2,2,1,1,727000,1,730000,1,1,Some questions are not applicable because the driver did not complete going through the intersection before the video ended.,1,Unknown
3/30/18 13:41,3/30/18 13:44,0,128.119.202.240,100,218,1,3/30/18 13:44,R_u4jMWaMToQuIJ8Z,,,,,42.36720276,-72.51850128,anonymous,EN,AT,1969850,2,1,2,1,2,2,2,1,1,4,3,2,1,833400,1,837900,1,1,Red flashing signal,1,Unknown
3/30/18 13:45,3/30/18 13:48,0,128.119.202.240,100,200,1,3/30/18 13:48,R_2f9UuONZo4y4KMR,,,,,42.36720276,-72.51850128,anonymous,EN,AT,2452464,2,1,2,2,1,2,2,2,1,3,4,3,1,1223900,1,1229800,1,1,,1,Unknown
3/30/18 13:48,3/30/18 13:51,0,128.119.202.240,100,155,1,3/30/18 13:51,R_3m8oCJaMESpqzi0,,,,,42.36720276,-72.51850128,anonymous,EN,AT,2486083,2,1,2,1,2,2,2,1,1,2,2,3,1,257200,1,262400,1,1,,1,Unknown
3/30/18 13:51,3/30/18 13:54,0,128.119.202.240,100,193,1,3/30/18 13:54,R_6teu1grFpl1eopP,,,,,42.36720276,-72.51850128,anonymous,EN,AT,2617177,2,1,2,2,2,2,2,2,1,2,4,3,1,1199200,1,1204100,1,1,,1,Unknown
3/30/18 13:54,3/30/18 13:58,0,128.119.202.240,100,231,1,3/30/18 13:58,R_Y5rllgFTOfkKBR7,,,,,42.36720276,-72.51850128,anonymous,EN,AT,2788984,2,1,2,1,1,2,2,1,1,2,2,1,1,45100,,46600,1,1,,1,Unknown
3/30/18 14:04,3/30/18 14:06,0,128.119.202.240,100,149,1,3/30/18 14:06,R_2qvEnUm78C9zCiU,,,,,42.36720276,-72.51850128,anonymous,EN,AT,2990556,2,1,2,1,2,2,2,1,2,,,1,2,,,,,1,Some questions are not applicable because the driver waited at the intersection and the video ended.,2,Unknown
3/30/18 14:06,3/30/18 14:12,0,128.119.202.240,100,342,1,3/30/18 14:12,R_2bN1mceXGxI9kAl,,,,,42.36720276,-72.51850128,anonymous,EN,AT,3321229,1,1,2,1,1,2,2,1,1,2,2,1,1,200600,1,203100,1,1,,1,Unknown
3/30/18 14:12,3/30/18 14:15,0,128.119.202.240,100,143,1,3/30/18 14:15,R_1N1YU04bS21f1NG,,,,,42.36720276,-72.51850128,anonymous,EN,AT,3396900,2,1,2,1,2,2,2,1,1,,2,1,1,,,,1,1,Some questions were not applicable because the video ended while the driver waits at the intersection.,2,Unknown
3/30/18 14:15,3/30/18 14:22,0,128.119.202.240,100,440,1,3/30/18 14:22,R_AAJafM3dzFrF8rL,,,,,42.36720276,-72.51850128,anonymous,EN,AT,3412381,2,1,2,2,2,2,2,2,2,4,4,2,1,514500,2,,2,1,"Driver did not complete a turn before the video ended.
Driver was not able to see the signal because of the truck, so they followed the lead vehicle and realized the signal was red. ",2,Unknown
3/30/18 14:23,3/30/18 14:28,0,128.119.202.240,100,299,1,3/30/18 14:28,R_Y3K7NiXOaKTMxG1,,,,,42.36720276,-72.51850128,anonymous,EN,AT,3412381,2,1,2,2,2,2,2,2,2,4,4,2,1,514500,2,,2,1,"Driver was not able to see the signal because of the truck, so they followed the lead vehicle and realized the signal was red. 
(VIDEO FILE ID WAS RECORDED WRONG!! THIS IS THE RIGHT FILE ID)",2,Unknown
3/30/18 14:28,3/30/18 14:32,0,128.119.202.240,100,254,1,3/30/18 14:32,R_8B8utfRkpusBAIh,,,,,42.36720276,-72.51850128,anonymous,EN,AT,3427530,2,1,2,1,1,2,2,1,1,2,2,1,1,107400,1,109100,1,1,,1,Unknown
3/30/18 14:33,3/30/18 14:35,0,128.119.202.240,100,156,1,3/30/18 14:35,R_3Hq5s8145SWqz9g,,,,,42.36720276,-72.51850128,anonymous,EN,AT,3432089,2,1,1,2,2,2,2,2,1,2,2,3,1,1688900,1,1693800,1,1,,1,Unknown
3/30/18 14:41,3/30/18 14:43,0,128.119.202.73,100,103,1,3/30/18 14:43,R_1Ysz3zqalRxntJf,,,,,42.36720276,-72.51850128,anonymous,EN,AT,3534043,2,1,3,1,2,2,1,1,1,,2,1,1,,,,,1,Some questions are not applicable because the driver waits at the intersection and video ends.,2,Unknown
3/30/18 14:44,3/30/18 14:46,0,128.119.202.73,100,160,1,3/30/18 14:46,R_1lohehCJZjPAa3i,,,,,42.36720276,-72.51850128,anonymous,EN,AT,3653285,1,1,2,2,2,2,2,2,1,2,2,2,2,180500,2,197300,1,1,,1,Unknown
3/30/18 14:47,3/30/18 14:52,0,128.119.202.73,100,350,1,3/30/18 14:53,R_25LLwAJNf9goQ0r,,,,,42.36720276,-72.51850128,anonymous,EN,AT,3667448,2,1,2,2,2,2,2,2,1,4,4,1,1,496300,2,,2,1,"The driver followed the lead vehicle, but realized the signal was turning red after entering the intersection. 
The driver waits at the intersection and the video ends.",2,Unknown
3/30/18 14:53,3/30/18 14:57,0,128.119.202.73,100,244,1,3/30/18 14:57,R_elK5sAyabRvTIdP,,,,,42.36720276,-72.51850128,anonymous,EN,AT,3670092,2,1,2,2,2,2,2,2,1,2,2,2,2,1222900,1,1228100,2,1,,1,Unknown
3/30/18 16:37,3/30/18 16:41,0,128.119.202.14,100,283,1,3/30/18 16:41,R_2ZX13iZTSiMZmvd,,,,,42.36720276,-72.51850128,anonymous,EN,TH,34860687,2,1,3,1,1,2,1,1,1,2,2,1,1,833400,1,834300,1,1,,1,Unknown
3/30/18 16:42,3/30/18 16:45,0,128.119.202.14,100,201,1,3/30/18 16:45,R_2OORqdWyVhrn7UA,,,,,42.36720276,-72.51850128,anonymous,EN,TH,34947560,2,1,2,2,2,2,2,2,1,,,,1,,,,,,The video ends with the driver waiting in the designated left turn lane.,2,Unknown
3/30/18 16:47,3/30/18 16:51,0,128.119.202.14,100,237,1,3/30/18 16:51,R_2b1mYV7ytqvv8hH,,,,,42.36720276,-72.51850128,anonymous,EN,TH,35004231,2,1,3,2,2,2,1,3,1,4,2,2,1,407800,1,413300,1,1,"This right turn was designated after a highway off-ramp
All other intersections were driven straight through",1,Unknown
3/30/18 16:51,3/30/18 16:56,0,128.119.202.14,100,282,1,3/30/18 16:56,R_UJz9YtpCYs27ScV,,,,,42.36720276,-72.51850128,anonymous,EN,TH,35038380,2,1,2,2,1,2,2,2,1,2,2,3,1,185300,1,190200,2,1,"Since the car in front of the driver is so close, I am saying that the driver follows it.",1,Unknown
3/30/18 16:56,3/30/18 17:03,0,128.119.202.14,100,413,1,3/30/18 17:03,R_z2UkJRI4sa4RoI1,,,,,42.36720276,-72.51850128,anonymous,EN,TH,35144679,2,1,2,2,2,2,2,2,1,,,,,,,,,,The video ends before the driver goes into the intersection,2,Unknown
3/30/18 17:03,3/30/18 17:07,0,128.119.202.14,100,273,1,3/30/18 17:07,R_3IZeoX7BwyK0Wa9,,,,,42.36720276,-72.51850128,anonymous,EN,TH,35150812,2,1,2,2,2,2,2,1,1,,,1,1,,,,,,The driver is in the through lane when the video ends,2,Unknown
3/30/18 17:07,3/30/18 17:10,0,128.119.202.14,100,165,1,3/30/18 17:10,R_1d1b73uiFWwmad0,,,,,42.36720276,-72.51850128,anonymous,EN,TH,35624998,2,1,2,2,2,2,2,,1,,,,1,,,,,,The video ends with the driver at the intersection,2,Unknown
3/30/18 17:10,3/30/18 17:14,0,128.119.202.14,100,232,1,3/30/18 17:14,R_1EZGNblTg8bkR9s,,,,,42.36720276,-72.51850128,anonymous,EN,TH,35650315,2,2,2,2,2,2,2,3,1,2,2,3,1,163700,1,166400,1,1,,1,Unknown
3/30/18 17:15,3/30/18 17:19,0,128.119.202.14,100,294,1,3/30/18 17:19,R_2aDMbqsv1N6ziSV,,,,,42.36720276,-72.51850128,anonymous,EN,TH,35680735,2,1,2,2,1,2,2,3,1,2,4,3,1,175100,1,181900,1,1,The driver almost hits a car in the intersection and has to stop for a couple seconds. Is that a gap decision?,1,Unknown
3/30/18 17:20,3/30/18 17:25,0,128.119.202.14,100,333,1,3/30/18 17:25,R_1oFFhnmXcRGWBd2,,,,,42.36720276,-72.51850128,anonymous,EN,TH,35822613,2,1,2,1,2,2,2,2,1,2,2,3,1,153900,1,163800,1,1,The driver almost hits a pedestrian on the sidewalk while in the intersection.,1,Unknown
3/30/18 17:25,3/30/18 17:33,0,128.119.202.14,100,422,1,3/30/18 17:33,R_UoQ17EeQXe9JLmF,,,,,42.36720276,-72.51850128,anonymous,EN,TH,35836264,2,1,2,2,1,2,2,3,1,2,2,3,1,382700,1,385100,1,1,"During the right turn, the driver's wheel goes onto the right curve",1,Unknown
3/30/18 17:33,3/30/18 17:40,0,128.119.202.14,100,420,1,3/30/18 17:40,R_Zeobpr73oD7V6VP,,,,,42.36720276,-72.51850128,anonymous,EN,TH,36079936,2,1,1,1,2,2,2,1,1,2,2,3,1,858600,1,863000,1,1,,1,Unknown
3/30/18 17:40,3/30/18 17:46,0,128.119.202.14,100,342,1,3/30/18 17:46,R_3EETC3W1CCrkBiR,,,,,42.36720276,-72.51850128,anonymous,EN,TH,36215312,2,1,2,2,2,2,2,2,1,2,4,3,1,1066500,1,1071100,1,1,It is really hard to tell what type of green signal there is,1,Unknown
3/30/18 17:46,3/30/18 17:52,0,128.119.202.14,100,362,1,3/30/18 17:52,R_51GVYrgfOVYbATT,,,,,42.36720276,-72.51850128,anonymous,EN,TH,36250997,2,1,3,2,2,2,2,3,1,2,2,3,1,234800,1,239800,1,1,,1,Unknown
3/30/18 17:53,3/30/18 17:58,0,128.119.202.14,100,306,1,3/30/18 17:58,R_smQlxywnKypDQPv,,,,,42.36720276,-72.51850128,anonymous,EN,TH,36411203,2,1,2,1,1,2,2,3,1,2,2,3,1,130300,1,138500,1,1,There are two queue lanes but there is no direction designated for each of the lanes.,1,Unknown
3/30/18 17:58,3/30/18 18:04,0,128.119.202.14,100,348,1,3/30/18 18:04,R_2eUAvzDn4XRj7ng,,,,,42.36720276,-72.51850128,anonymous,EN,TH,36438281,2,1,3,1,2,2,1,,1,,,,1,,,,,,"The video ends while the driver is waiting at the intersection.
There are three separate lanes at the intersection but there are not designated directions for each lane",2,Unknown
3/30/18 18:04,3/30/18 18:12,0,128.119.202.14,100,455,1,3/30/18 18:12,R_2s0y3y3YySS5B1D,,,,,42.36720276,-72.51850128,anonymous,EN,TH,36829896,2,1,3,1,1,2,2,1,1,4,2,1,1,1232400,1,1236000,1,1,The car almost hits another running through the red light. The car has to swerve to avoid the other car. Would that be a gap decision?,1,Unknown
3/30/18 18:12,3/30/18 18:18,0,128.119.202.14,100,343,1,3/30/18 18:18,R_3FKUvUzVZZqeeb9,,,,,42.36720276,-72.51850128,anonymous,EN,TH,36948026,2,1,2,2,2,2,2,2,1,2,2,2,1,323600,2,333600,1,1,,1,Unknown
3/30/18 18:18,3/30/18 18:24,0,128.119.202.14,100,371,1,3/30/18 18:24,R_1DtDS94o68WAUc8,,,,,42.36720276,-72.51850128,anonymous,EN,TH,36950852,2,1,2,2,2,2,2,2,1,2,4,3,1,323200,1,327000,1,1,,1,Unknown
3/30/18 18:24,3/30/18 18:29,0,128.119.202.14,100,336,1,3/30/18 18:30,R_3MJBpOihKcQUTtn,,,,,42.36720276,-72.51850128,anonymous,EN,TH,36994438,2,1,2,1,2,2,2,,1,,,,1,,,,,,I could not see whether the three lanes at the intersection were directionally designated.,2,Unknown
3/30/18 18:30,3/30/18 18:37,0,128.119.202.14,100,468,1,3/30/18 18:37,R_2qgg2ftLr5UD2Me,,,,,42.36720276,-72.51850128,anonymous,EN,TH,37114552,2,1,3,2,1,2,2,3,1,2,2,3,1,1051100,1,1054500,2,1,This right turn happened on a highway exit ramp.,1,Unknown
3/30/18 18:38,3/30/18 18:40,0,128.119.202.14,100,147,1,3/30/18 18:40,R_3O7YwjIXUL0HSSU,,,,,42.36720276,-72.51850128,anonymous,EN,TH,37268060,2,1,2,2,2,2,2,2,1,,,,1,,,,,,The driver is in the designated left turn lane when the video ends,2,Unknown
3/30/18 18:41,3/30/18 18:46,0,128.119.202.14,100,326,1,3/30/18 18:46,R_3NKjLfrpW7wGfS2,,,,,42.36720276,-72.51850128,anonymous,EN,TH,37329286,2,1,3,2,2,2,2,1,1,,,,1,,,,,,The driver is in the designated through lane when the video ends,2,Unknown
3/30/18 18:47,3/30/18 18:52,0,128.119.202.14,100,328,1,3/30/18 18:52,R_2ropfAeodSPtqMF,,,,,42.36720276,-72.51850128,anonymous,EN,TH,37355366,2,1,3,2,2,2,2,2,1,,,,1,,,,,,"The video ends before the driver stops in the designated left turn lane.
Since the car is still a little bit away it is hard to tell the intersection type.
The driver is in the designated left turn lane.",2,Unknown
3/30/18 18:52,3/30/18 19:00,0,128.119.202.14,100,433,1,3/30/18 19:00,R_10HKUHrgGib1HU6,,,,,42.36720276,-72.51850128,anonymous,EN,TH,37361852,2,1,1,2,2,2,2,2,1,2,4,3,1,1121500,1,,1,1,"The video ends with the driver in the middle of the intersection.
At the time the driver entered the intersection the signal type was both arrow and circular green.",2,Unknown
3/30/18 19:00,3/30/18 19:05,0,128.119.202.14,100,307,1,3/30/18 19:05,R_2rlxZM61R8ClM0b,,,,,42.36720276,-72.51850128,anonymous,EN,TH,37426259,2,1,2,2,1,2,2,1,1,3,2,1,1,704400,1,708200,1,1,,1,Unknown
3/30/18 19:05,3/30/18 19:11,0,128.119.202.14,100,347,1,3/30/18 19:11,R_2q1SNEm1IhAWZoH,,,,,42.36720276,-72.51850128,anonymous,EN,TH,37513844,2,1,1,2,1,2,2,2,1,2,2,2,1,268700,2,278900,1,1,I am saying that the turn phasing is permissive because the driver has to yield to other drivers going straight through the intersection from the other direction.,1,Unknown
3/30/18 19:11,3/30/18 19:17,0,128.119.202.14,100,354,1,3/30/18 19:17,R_3fjdqy4Vg59ctht,,,,,42.36720276,-72.51850128,anonymous,EN,TH,37523022,1,2,1,2,2,2,2,2,2,2,2,3,1,60200,1,66700,1,1,"I choose the second left turn intersection because it was closest to the end of the video, like how we deal with multiple driving through intersections.",1,Unknown
3/30/18 19:17,3/30/18 19:24,0,128.119.202.14,100,371,1,3/30/18 19:24,R_3q9SRqys6MJ1jVH,,,,,42.36720276,-72.51850128,anonymous,EN,TH,37528374,2,1,1,2,2,2,2,1,1,2,2,1,1,92800,1,99600,1,1,The signal for green was both an arrow and circular.,1,Unknown
3/31/18 14:38,3/31/18 14:50,0,128.119.202.28,100,734,1,3/31/18 14:50,R_5w32sdlYchMHDhv,,,,,42.36720276,-72.51850128,anonymous,EN,TH,37528768,2,1,2,2,2,2,2,1,1,2,2,1,1,230600,1,,1,1,The video ends with the driver in the middle of the intersection.,2,Unknown
3/31/18 14:50,3/31/18 14:56,0,128.119.202.28,100,358,1,3/31/18 14:56,R_2EuBbr1P2tzPGH8,,,,,42.36720276,-72.51850128,anonymous,EN,TH,37528824,2,1,2,2,1,2,2,3,1,2,2,3,1,64800,1,68100,1,1,,1,Unknown
3/31/18 14:56,3/31/18 15:03,0,128.119.202.28,100,366,1,3/31/18 15:03,R_3J5b0SQ4mnNXl0M,,,,,42.36720276,-72.51850128,anonymous,EN,TH,37560695,2,1,2,2,2,2,2,1,1,,,1,1,,,,,,"The driver waits at the intersection and the video ends.
The number of cars and trucks around make it hard to figure out the type of intersection.
The driver is in the designated through the intersection lane when the video ends.",2,Unknown
3/31/18 15:03,3/31/18 15:12,0,128.119.202.28,100,530,1,3/31/18 15:12,R_9T5BE8fzdxKTmCd,,,,,42.36720276,-72.51850128,anonymous,EN,TH,37688851,1,1,2,2,1,2,2,3,1,4,2,2,1,533200,1,537800,1,1,,1,Unknown
3/31/18 15:12,3/31/18 15:17,0,128.119.202.28,100,271,1,3/31/18 15:17,R_2OJtQrpZdJi5gXc,,,,,42.36720276,-72.51850128,anonymous,EN,TH,37725771,2,1,2,2,1,2,2,3,1,4,2,2,1,31500,1,37800,1,1,,1,Unknown
3/31/18 15:17,3/31/18 15:24,0,128.119.202.28,100,400,1,3/31/18 15:24,R_3flCEt94ujqDgPF,,,,,42.36720276,-72.51850128,anonymous,EN,TH,38079234,2,1,3,2,1,2,2,2,1,2,2,3,1,,1,,1,,The driver approaches the intersection in the designated left turn lane with a circular green signal when the video ends.,1,Unknown
3/31/18 15:24,3/31/18 15:27,0,128.119.202.28,100,228,1,3/31/18 15:27,R_erg0fp8NFaEOg2R,,,,,42.36720276,-72.51850128,anonymous,EN,TH,38226146,2,1,2,2,2,2,2,,1,,,,1,,,,,,The driver waits at the intersection and the video ends.,2,Unknown
3/31/18 15:27,3/31/18 15:34,0,128.119.202.28,100,383,1,3/31/18 15:34,R_2fJP5bs3nxFAQ50,,,,,42.36720276,-72.51850128,anonymous,EN,TH,38383358,1,1,2,2,1,2,2,1,1,2,2,1,1,1045800,1,1049300,1,1,The drive pauses for 1 second in the queue.,1,Unknown
3/31/18 15:34,3/31/18 15:39,0,128.119.202.28,100,272,1,3/31/18 15:39,R_szqcXpkg476W0ff,,,,,42.36720276,-72.51850128,anonymous,EN,TH,38514553,2,1,2,2,2,2,2,1,1,2,2,1,1,377400,1,384800,1,1,,1,Unknown
3/31/18 15:39,3/31/18 15:42,0,128.119.202.28,100,218,1,3/31/18 15:42,R_w5hp1WX5NJScy77,,,,,42.36720276,-72.51850128,anonymous,EN,TH,38695796,2,2,2,2,2,2,2,1,1,2,2,1,1,1341400,1,1344800,1,1,,1,Unknown
3/31/18 15:43,3/31/18 15:48,0,128.119.202.28,100,320,1,3/31/18 15:48,R_1JDgzx47GOiLZfA,,,,,42.36720276,-72.51850128,anonymous,EN,TH,39053129,2,1,2,2,1,2,2,2,1,2,2,2,1,2031700,2,2043600,1,1,Gap decision = permissive turning phase?,1,Unknown
3/31/18 15:48,3/31/18 15:53,0,128.119.202.28,100,277,1,3/31/18 15:53,R_OfHEnMdND9wbHRn,,,,,42.36720276,-72.51850128,anonymous,EN,TH,39134577,2,1,2,1,1,2,2,3,1,4,2,2,1,48500,2,54400,1,1,"Since to take this right turn the driver has to wait for a gap, I am considering it a gap decision.",1,Unknown
3/31/18 15:53,3/31/18 15:57,0,128.119.202.28,100,251,1,3/31/18 15:57,R_3QMp5ja8KSmhrxo,,,,,42.36720276,-72.51850128,anonymous,EN,TH,39255183,2,1,3,2,2,2,2,1,1,,,1,1,,,,,,The video ends with the driver waiting at the intersection in the designated straight lane. ,2,Unknown
3/31/18 15:58,3/31/18 16:02,0,128.119.202.28,100,260,1,3/31/18 16:02,R_42WljktZKb5wNI5,,,,,42.36720276,-72.51850128,anonymous,EN,TH,39371372,2,1,2,2,2,2,2,2,1,2,4,3,1,559700,1,568000,2,1,,1,Unknown
3/31/18 16:03,3/31/18 16:07,0,128.119.202.28,100,268,1,3/31/18 16:07,R_3PKWI40g76pZXYe,,,,,42.36720276,-72.51850128,anonymous,EN,TH,39378988,2,2,2,2,2,2,2,2,1,,,,1,,,,,,The video ends with the driver at the intersection in the designated left turn lane about to wait at a circular red signal. ,2,Unknown
3/31/18 16:08,3/31/18 16:11,0,128.119.202.28,100,196,1,3/31/18 16:11,R_3hiSoTKQqDEjkmv,,,,,42.36720276,-72.51850128,anonymous,EN,TH,39382300,2,1,3,2,1,2,1,2,1,2,2,3,1,198400,1,201000,1,1,,1,Unknown
3/31/18 16:11,3/31/18 16:14,0,128.119.202.28,100,166,1,3/31/18 16:14,R_3Ol7J03ZCtuDoPL,,,,,42.36720276,-72.51850128,anonymous,EN,TH,39397787,2,1,2,2,1,2,2,1,1,2,2,1,1,330700,1,332900,1,1,,1,Unknown
3/31/18 16:14,3/31/18 16:18,0,128.119.202.28,100,218,1,3/31/18 16:18,R_SZxfqFiFaX67ttv,,,,,42.36720276,-72.51850128,anonymous,EN,TH,39434414,2,1,2,2,1,2,2,3,1,2,2,3,1,7394900,1,7399300,1,1,,1,Unknown
3/31/18 16:18,3/31/18 16:22,0,128.119.202.28,100,203,1,3/31/18 16:22,R_w5HKznHwRU3jaP7,,,,,42.36720276,-72.51850128,anonymous,EN,TH,39641223,2,1,2,1,1,2,2,2,1,2,2,3,1,107000,1,114200,1,1,The driver almost hits a car making a tight right turn.,1,Unknown
3/31/18 16:22,3/31/18 16:28,0,128.119.202.28,100,360,1,3/31/18 16:28,R_27eNwsKpXsqaMOC,,,,,42.36720276,-72.51850128,anonymous,EN,TH,39699044,2,1,2,2,2,2,2,1,1,2,2,1,1,,,,,,The video ends with the driver about to enter the intersection in the designated straight lane with a green circular signal.,2,Unknown
3/31/18 16:28,3/31/18 16:31,0,128.119.202.28,100,181,1,3/31/18 16:31,R_3lzY3aLXSz3ncgY,,,,,42.36720276,-72.51850128,anonymous,EN,TH,39709299,2,1,3,1,1,2,2,1,1,2,2,1,1,899800,1,901700,1,1,,1,Unknown
3/31/18 16:31,3/31/18 16:37,0,128.119.202.28,100,361,1,3/31/18 16:37,R_2t3GWmDsyzvf0jp,,,,,42.36720276,-72.51850128,anonymous,EN,TH,39751639,1,1,2,2,2,2,2,1,1,2,2,1,1,41200,1,49600,1,1,This video should be reviewed. The driver starts in the designated left turn lane and midway through the intersection decides to go straight through the intersection.,1,Unknown
3/31/18 16:37,3/31/18 16:41,0,128.119.202.28,100,222,1,3/31/18 16:41,R_1E7gPiDFqOq8UiW,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40096501,2,1,2,2,1,2,2,3,1,2,2,3,1,550000,1,555800,1,2,Something seems to hit/jolt the car when it goes into the intersection.,1,Unknown
3/31/18 16:41,3/31/18 16:44,0,128.119.202.28,100,175,1,3/31/18 16:44,R_3L47x8SDmFRZ24p,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40110624,2,1,2,2,1,2,2,1,1,2,2,1,1,319700,1,321500,1,1,,1,Unknown
3/31/18 16:44,3/31/18 16:47,0,128.119.202.28,100,228,1,3/31/18 16:47,R_28TJD5aFQF5DyKM,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40165323,2,1,2,1,2,2,2,1,1,2,2,3,1,436400,1,440500,1,1,,1,Unknown
3/31/18 16:48,3/31/18 16:51,0,128.119.202.28,100,208,1,3/31/18 16:51,R_2QQJYXxEYA30OoR,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40242688,2,1,2,2,2,2,2,1,1,2,2,3,1,166900,1,171500,1,1,,1,Unknown
3/31/18 16:51,3/31/18 16:58,0,128.119.202.28,100,394,1,3/31/18 16:58,R_3Mro8OaCOBekUcp,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40286605,2,2,2,2,2,2,2,1,1,2,2,1,1,551800,1,555682,1,1,"I think for the some of the through vehicle movement intersection videos I did not say that the turn phasing was ""not applicable"" if that is the case, it should be changed. Sorry.",1,Unknown
3/31/18 16:58,3/31/18 17:04,0,128.119.202.28,100,369,1,3/31/18 17:04,R_26l1txosfnN6rwS,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40296710,2,1,1,2,1,2,2,1,1,4,3,1,1,327400,2,,1,1,"The blurriness is due to the camera or the windshield.
The driver is in the middle of the intersection when the video ends.
The driver changes lanes going into the intersection so the driver has a gap decision.
",2,Unknown
3/31/18 17:04,3/31/18 17:08,0,128.119.202.28,100,271,1,3/31/18 17:08,R_27cWgp1vZgq2pvK,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40329477,2,1,3,1,2,2,1,,1,,,,1,,,,,,"The blurriness is due to the camera or the windshield.
The driver waits at the intersection and the video ends.",2,Unknown
3/31/18 17:09,3/31/18 17:13,0,128.119.202.28,100,227,1,3/31/18 17:13,R_2X4peGJNOWrm9BU,,,,,42.36720276,-72.51850128,anonymous,EN,TH,40336868,2,1,2,2,1,2,2,3,1,2,2,3,1,1391000,1,1393900,2,1,,1,Unknown
4/1/18 10:42,4/1/18 10:45,0,128.119.202.187,100,215,1,4/1/18 10:45,R_3I5d3vFmX26UEfj,,,,,42.36720276,-72.51850128,anonymous,EN,AR,17871786,2,1,2,1,2,2,2,1,1,2,2,1,1,987600,1,993400,1,1,,1,Unknown
4/1/18 10:46,4/1/18 10:48,0,128.119.202.187,100,125,1,4/1/18 10:48,R_1jTgBu8eX4JgrbO,,,,,42.36720276,-72.51850128,anonymous,EN,AR,17893075,2,1,1,2,2,2,2,2,1,2,4,3,1,460600,1,466700,1,1,,1,Unknown
