StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Scorer,File_id,Time_day,weather_conditions,intersection_type,Dedicated_turn,Wait_at_intersection,signalized_intersect,opposing_lanes,vehicle_movement,Signal_obscured,signal_state,turn_signal,turn_phase,traffic_obscured,time_of_entering,gap_decision,time_of_exiting,lead_vehicle,crash,comment,incomplete_video,Scorer - Topics
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,Initials of Scorer:,File_ID:,Time of day,Weather conditions,"Intersection type If all off the video only shows driver driving straight through intersections, then select the intersection closest to the end of the drive and complete the scoring sheet for it",Dedicated turn lanes at intersection? (for specific turn type),"Wait at intersection, due to queue or signal",Signalized Intersection,Opposing lanes,Vehicle Movement,Signal obscured?,Signal State at time of turn/going through intersection,Turn signal indication,Turn phasing (for direction of turn),Oncoming Traffic Obscured,Time of entering the intersection (to nearest 0.1 of a second)For example: 470258 would become 470200,Gap Decision,Time of completing intersection (to nearest 0.1 of a second)For example: 470258 would become 470200,Following lead vehicle through intersection,Was there a crash?,CommentsReport questions or anything unusual about the drive/video here,"If the driver waits at an intersection and the video ends, select yes",Scorer - Topics
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID2_TEXT""}","{""ImportId"":""QID3_TEXT""}","{""ImportId"":""QID4""}","{""ImportId"":""QID5""}","{""ImportId"":""QID6""}","{""ImportId"":""QID7""}","{""ImportId"":""QID8""}","{""ImportId"":""QID9""}","{""ImportId"":""QID10""}","{""ImportId"":""QID11""}","{""ImportId"":""QID12""}","{""ImportId"":""QID13""}","{""ImportId"":""QID14""}","{""ImportId"":""QID15""}","{""ImportId"":""QID16""}","{""ImportId"":""QID17_TEXT""}","{""ImportId"":""QID18""}","{""ImportId"":""QID19_TEXT""}","{""ImportId"":""QID20""}","{""ImportId"":""QID24""}","{""ImportId"":""QID21_TEXT""}","{""ImportId"":""QID23""}","{""ImportId"":""QID2_TEXT_0f9d2c662cea421a838f1eedTopics""}"
4/8/18 17:37,4/8/18 17:40,0,128.119.202.215,100,173,1,4/8/18 17:40,R_2whoGZZMCIdiPVU,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,741111727,2,1,2,1,2,2,2,3,1,4,2,2,1,237100,1,241300,1,1,,1,
4/8/18 17:40,4/8/18 17:43,0,128.119.202.215,100,173,1,4/8/18 17:43,R_3sAHeav9jIXHrJI,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,74211965,2,1,2,2,2,2,2,2,1,2,2,3,1,390000,1,393900,2,1,,1,
4/8/18 17:43,4/8/18 17:46,0,128.119.202.215,100,156,1,4/8/18 17:46,R_2dzoaH4pt4IUeEb,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,74260798,2,1,2,1,1,2,2,2,1,2,2,2,1,1194500,2,1197200,1,1,,1,
4/8/18 17:46,4/8/18 17:50,0,128.119.202.215,100,267,1,4/8/18 17:50,R_AjlPNftXrNIDMB3,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,74296279,1,1,2,1,2,2,2,1,1,2,1,1,1,1379800,1,1390600,1,1,,1,
4/8/18 17:50,4/8/18 17:52,0,128.119.202.215,100,121,1,4/8/18 17:52,R_3LciWTcPmGnJHIe,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,74361815,2,1,2,1,2,2,2,3,1,2,2,3,1,6998500,1,702500,2,1,,1,
4/8/18 17:52,4/8/18 17:57,0,128.119.202.215,100,281,1,4/8/18 17:57,R_22mfUZRfZU7t88k,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,74542854,2,1,2,1,1,2,2,1,1,2,1,1,1,112100,1,115100,1,1,,1,
4/8/18 17:57,4/8/18 18:05,0,128.119.202.215,100,478,1,4/8/18 18:05,R_1qg5ZCyUkdLFDSo,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,75334270,2,1,2,1,2,2,2,1,1,2,2,1,1,642100,1,645500,2,1,,1,
4/8/18 18:05,4/8/18 18:09,0,128.119.202.215,100,214,1,4/8/18 18:09,R_24da2JdS8q9zy47,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,75429808,2,1,2,1,1,2,2,3,1,3,2,3,1,868700,1,876400,1,1,"driver almost hits a cyclists in the crosswalk [right hook collision]
",1,
4/8/18 18:09,4/8/18 18:11,0,128.119.202.215,100,176,1,4/8/18 18:11,R_snWpk4ZyT6ofUHf,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,75451852,2,1,2,1,1,2,2,3,1,2,2,3,1,283300,1,285900,1,1,,1,
4/8/18 18:12,4/8/18 18:15,0,128.119.202.215,100,238,1,4/8/18 18:15,R_qI3WXojA70EL6Lv,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,75455196,2,1,2,1,1,2,2,3,1,2,2,3,1,1153700,1,1157900,1,1,,1,
4/8/18 18:16,4/8/18 18:19,0,128.119.202.215,100,217,1,4/8/18 18:19,R_72nYfwA891SnIg9,,,,,42.36720276,-72.51850128,anonymous,EN,NLC,75518591,2,1,2,1,2,2,2,2,1,2,2,2,1,239400,1,243400,1,1,,1,
4/9/18 8:02,4/9/18 8:04,0,128.119.202.206,100,86,1,4/9/18 8:04,R_2tm9iI4bo7Juyzs,,,,,42.36720276,-72.51850128,anonymous,EN,AT,10743952,1,1,3,1,1,2,2,1,1,2,2,1,1,521800,1,523400,1,1,,1,
4/9/18 8:04,4/9/18 8:08,0,128.119.202.206,100,206,1,4/9/18 8:08,R_2frF7MraPD3TXz9,,,,,42.36720276,-72.51850128,anonymous,EN,AT,10872941,2,1,2,2,1,2,2,2,1,2,4,3,1,2144300,1,2148500,1,1,,1,
4/9/18 8:08,4/9/18 8:10,0,128.119.202.206,100,123,1,4/9/18 8:10,R_2zIRoP5UwTTYY5i,,,,,42.36720276,-72.51850128,anonymous,EN,AT,10894454,2,2,2,2,1,2,2,3,1,4,2,2,1,6708400,2,6715300,1,1,,1,
4/9/18 8:10,4/9/18 8:13,0,128.119.202.206,100,175,1,4/9/18 8:13,R_3oNP6B8DRV8fsJk,,,,,42.36720276,-72.51850128,anonymous,EN,AT,10904485,2,1,3,2,1,2,1,3,1,2,2,3,1,3194100,1,3197000,1,1,,1,
4/9/18 8:13,4/9/18 8:16,0,128.119.202.206,100,204,1,4/9/18 8:16,R_YXiDTpxx8XpBmuZ,,,,,42.36720276,-72.51850128,anonymous,EN,AT,10908718,2,1,3,1,2,2,2,2,1,2,2,2,1,1043700,2,1068400,1,1,,1,
4/9/18 8:16,4/9/18 8:18,0,128.119.202.206,100,124,1,4/9/18 8:18,R_2SdUWSZeV85yHVf,,,,,42.36720276,-72.51850128,anonymous,EN,AT,10969618,2,1,2,1,1,2,2,1,1,2,2,1,1,393800,1,395800,1,1,,1,
4/9/18 8:19,4/9/18 8:21,0,128.119.202.206,100,169,1,4/9/18 8:21,R_2rJ9uC1290eIycQ,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11003350,2,1,3,1,1,2,1,2,1,2,2,3,1,972100,1,976900,1,1,,1,
4/9/18 8:21,4/9/18 8:23,0,128.119.202.206,100,101,1,4/9/18 8:23,R_2X4LHTKMEwqof5z,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11014794,2,1,2,1,1,2,2,1,1,2,2,1,1,85100,1,88300,1,1,,1,
4/9/18 8:23,4/9/18 8:27,0,128.119.202.206,100,205,1,4/9/18 8:27,R_2Y4x64XXGxeZMlW,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11109244,2,1,2,1,1,2,2,1,1,3,2,2,1,690900,2,696400,1,1,Gap decision required because of the vehicle turning left in opposing lane.,1,
4/9/18 8:28,4/9/18 8:32,0,128.119.202.206,100,203,1,4/9/18 8:32,R_2EsGW6lZVNFe9tE,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11125987,2,2,1,2,2,2,2,2,1,,,,,,,,,,"The driver waits and the video ends, thus could not answer some questions. I could not also tell if this was a car crash.",2,
4/9/18 8:32,4/9/18 8:34,0,128.119.202.206,100,118,1,4/9/18 8:34,R_PYiTpZPFKPvGQSZ,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11143934,2,1,2,1,2,2,2,1,1,2,2,1,1,1234600,1,1238800,1,1,,1,
4/9/18 8:34,4/9/18 8:36,0,128.119.202.206,100,107,1,4/9/18 8:36,R_2y7zawe758WQqQE,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11290499,2,1,2,1,1,2,2,1,1,2,2,1,1,1185400,1,1187300,1,1,,1,
4/9/18 8:36,4/9/18 8:38,0,128.119.202.206,100,100,1,4/9/18 8:38,R_9zTuCVQsFk3b2w1,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11310660,1,1,2,1,2,2,2,1,1,2,2,1,1,368300,1,370500,1,1,,1,
4/9/18 8:38,4/9/18 8:40,0,128.119.202.206,100,158,1,4/9/18 8:40,R_2R1DeYY1CPuNDvJ,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11390244,2,1,2,2,2,2,2,3,1,4,2,2,1,2328400,2,,1,1,The video ends before the driver complete the right turn.,2,
4/9/18 8:40,4/9/18 8:45,0,128.119.202.206,100,302,1,4/9/18 8:45,R_1NkKsiP5Vd73O9n,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11407979,1,1,3,1,1,2,1,2,1,2,2,3,1,1808100,1,1816300,1,1,,1,
4/9/18 8:46,4/9/18 8:48,0,128.119.202.206,100,143,1,4/9/18 8:48,R_ZDVB73DXwiCdrYR,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11410867,2,1,2,1,2,2,2,3,1,2,2,3,1,697800,1,703300,1,1,,1,
4/9/18 8:48,4/9/18 8:51,0,128.119.202.206,100,181,1,4/9/18 8:51,R_DfdbEmqL7EehqTf,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11412538,1,1,3,2,2,2,1,3,1,2,2,3,1,842200,1,847000,1,1,,1,
4/9/18 8:51,4/9/18 8:53,0,128.119.202.206,100,115,1,4/9/18 8:53,R_z87xlFO2TiSl5tf,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11469206,2,1,3,2,2,2,1,2,1,2,2,3,1,1546000,1,1552900,1,1,,1,
4/9/18 8:54,4/9/18 8:58,0,128.119.202.206,100,274,1,4/9/18 8:58,R_1KdLj07q3SRk4vq,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11527437,1,1,2,2,1,2,2,3,1,4,2,2,1,,1,,1,1,"The right turn lane was isolated by the curb, thus the driver did not necessarily enter the intersection. I was not sure how to time the turn.",1,
4/9/18 8:58,4/9/18 9:01,0,128.119.202.206,100,152,1,4/9/18 9:01,R_BY4M19fKMz6LV3X,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11594207,2,1,1,2,2,2,1,2,1,2,2,3,1,452300,1,458100,1,1,,1,
4/11/18 15:40,4/11/18 15:44,0,128.119.202.52,100,238,1,4/11/18 15:44,R_2xzRNxAiTyBDy5m,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11653048,1,1,1,1,1,2,2,1,1,2,2,1,1,262300,1,265300,1,1,,1,
4/11/18 15:44,4/11/18 15:46,0,128.119.202.52,100,103,1,4/11/18 15:46,R_1BV3M1AphygP1JT,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11802904,2,1,3,1,1,2,2,1,1,2,2,1,1,52300,1,53800,1,1,,1,
4/11/18 15:46,4/11/18 15:48,0,128.119.202.52,100,115,1,4/11/18 15:48,R_1JXjdISNq67Lql9,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11834265,1,1,2,,2,2,2,2,1,2,2,2,1,69500,1,76400,2,1,,1,
4/11/18 15:48,4/11/18 15:51,0,128.119.202.52,100,158,1,4/11/18 15:51,R_TvG5kPHKWOSJWOB,,,,,42.36720276,-72.51850128,anonymous,EN,AT,11986285,2,1,1,2,2,2,1,2,1,2,2,3,1,733700,1,740000,1,1,,1,
4/11/18 15:51,4/11/18 15:53,0,128.119.202.52,100,149,1,4/11/18 15:53,R_3DiuDG5404qeSg4,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12040852,2,1,2,2,2,2,2,2,1,2,4,3,1,93500,1,105000,1,1,The driver drives over the curb right after making the turn.,1,
4/11/18 15:53,4/11/18 15:55,0,128.119.202.52,100,136,1,4/11/18 15:55,R_111I2TqfMBfwEq3,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12048041,1,2,2,2,2,2,2,2,1,2,4,3,1,415100,1,423100,2,1,"The driver drives over the curb right after making the turn.
",1,
4/11/18 15:56,4/11/18 15:58,0,128.119.202.52,100,131,1,4/11/18 15:58,R_1DXXtJxRfHccARG,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12070537,2,1,2,1,2,2,2,1,1,2,2,1,1,1919800,1,1924300,1,1,,1,
4/11/18 15:58,4/11/18 16:01,0,128.119.202.52,100,179,1,4/11/18 16:01,R_UfkK3rik5cqA4NP,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12114944,2,1,3,1,1,2,2,1,1,3,2,1,1,303600,1,305100,1,1,,1,
4/11/18 16:01,4/11/18 16:03,0,128.119.202.52,100,98,1,4/11/18 16:03,R_27le3tZYOC7Vzis,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12175418,2,1,2,2,2,2,2,2,1,2,2,2,1,249400,1,255100,2,1,,1,
4/11/18 16:03,4/11/18 16:05,0,128.119.202.52,100,124,1,4/11/18 16:05,R_2zBGHcKZ9ayHqDp,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12188180,2,1,2,1,1,2,2,1,1,2,2,1,1,981900,1,983700,1,1,,1,
4/11/18 16:05,4/11/18 16:07,0,128.119.202.52,100,119,1,4/11/18 16:07,R_24zV8SA1oqvwnYe,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12192331,2,1,3,1,1,2,1,1,1,2,2,1,1,761300,1,763000,1,1,,1,
4/11/18 16:07,4/11/18 16:09,0,128.119.202.52,100,118,1,4/11/18 16:09,R_3KUVz5yvOhzG5I9,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12254464,2,1,2,1,1,2,2,2,1,2,4,3,1,235300,1,240600,1,1,,1,
4/11/18 16:09,4/11/18 16:14,0,128.119.202.52,100,277,1,4/11/18 16:14,R_Pt7e39sg88r086t,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12271186,2,1,2,1,1,2,2,1,1,2,2,1,1,31700,1,33400,1,1,,1,
4/11/18 16:14,4/11/18 16:19,0,128.119.202.52,100,334,1,4/11/18 16:19,R_2dnhdd6mqVFVDpm,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12279605,2,1,3,1,2,2,1,2,1,2,2,3,1,2484400,1,2491200,1,1,"Most likely there is no opposing lane, but this is not a T-section.",1,
4/11/18 16:19,4/11/18 16:21,0,128.119.202.52,100,127,1,4/11/18 16:21,R_3NPB7uI8ksGoO42,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12342122,2,1,2,2,2,2,2,2,1,2,2,2,1,503900,1,509400,1,1,,1,
4/11/18 16:21,4/11/18 16:25,0,128.119.202.52,100,230,1,4/11/18 16:25,R_1ers5yyirjV7jZL,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12349527,2,1,2,1,1,2,2,1,1,2,2,1,1,531100,1,533300,1,1,"There was an obstacle in the middle of intersection, so the driver has to avoid it. The car in front of the driver drove over the obstacle.",1,
4/11/18 16:25,4/11/18 16:27,0,128.119.202.52,100,110,1,4/11/18 16:27,R_3GoCoXQyWRBxt42,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12433011,2,2,2,2,2,2,2,2,1,,,,,,,,,1,The driver waits in the dedicated left lane and the video ends.,2,
4/11/18 16:27,4/11/18 16:30,0,128.119.202.52,100,170,1,4/11/18 16:30,R_2QzKoPVLa1EER6B,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12522821,1,1,2,1,2,2,2,1,1,2,2,1,1,601600,1,605200,1,1,"The driver waits in the dedicated left lane and the video ends, thus scored the intersection before that.",1,
4/11/18 16:30,4/11/18 16:33,0,128.119.202.52,100,167,1,4/11/18 16:33,R_1lbCFKg2vpgo2hk,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12551888,2,1,2,1,2,2,2,1,1,2,2,1,1,89800,2,97900,1,1,"There was a car driving on the red light from the right side. Thus, the driver had to stop to avoid the crash.",1,
4/11/18 16:33,4/11/18 16:36,0,128.119.202.52,100,167,1,4/11/18 16:36,R_2f1Eg9moOYGvT1T,,,,,42.36720276,-72.51850128,anonymous,EN,AT,12590642,2,1,2,2,2,2,2,3,2,2,2,3,1,603800,1,610300,1,1,The signal was obscured by the truck driving in front of the driver.,1,
4/12/18 9:37,4/12/18 9:43,0,128.119.202.248,100,369,1,4/12/18 9:43,R_28G2RSPO0hcIYGx,,,,,42.36720276,-72.51850128,anonymous,EN,KP,10153472,2,1,2,2,1,2,2,2,1,4,2,2,1,425900,1,428900,1,1,,1,
4/12/18 9:43,4/12/18 9:46,0,128.119.202.248,100,170,1,4/12/18 9:46,R_3MLI1ee1HCvttaK,,,,,42.36720276,-72.51850128,anonymous,EN,KP,10185465,2,1,2,2,1,2,2,2,1,3,2,2,1,87100,2,93100,1,1,,1,
4/12/18 9:46,4/12/18 9:49,0,128.119.202.248,100,155,1,4/12/18 9:49,R_3Glk8f0RKz2le7N,,,,,42.36720276,-72.51850128,anonymous,EN,KP,10220417,2,1,2,2,2,2,2,2,1,2,2,3,1,255900,1,262300,2,1,,1,
4/12/18 9:49,4/12/18 9:54,0,128.119.202.248,100,312,1,4/12/18 9:54,R_3G1Z8T4RObx82ND,,,,,42.36720276,-72.51850128,anonymous,EN,KP,102955948,2,1,2,2,2,2,2,3,1,4,2,2,1,372200,2,374500,1,2,No signalized left turns,2,
4/12/18 9:54,4/12/18 9:56,0,128.119.202.248,100,140,1,4/12/18 9:56,R_3iE9ZlDNHxKGQRm,,,,,42.36720276,-72.51850128,anonymous,EN,KP,102971176,2,1,2,1,2,2,2,2,1,2,4,3,1,681000,1,685800,1,1,Unclear if dedicated turn lane,1,
4/12/18 9:56,4/12/18 9:59,0,128.119.202.248,100,130,1,4/12/18 9:59,R_1dzR98LXOX08rvm,,,,,42.36720276,-72.51850128,anonymous,EN,KP,103104678,2,1,2,1,2,2,2,2,1,2,2,2,1,466400,1,469700,1,1,,1,
4/12/18 9:59,4/12/18 10:01,0,128.119.202.248,100,127,1,4/12/18 10:01,R_22EtSMIFY6JRqr6,,,,,42.36720276,-72.51850128,anonymous,EN,KP,103147594,2,1,2,2,2,2,2,2,1,2,2,3,1,451900,1,457400,1,1,,1,
4/12/18 10:01,4/12/18 10:04,0,128.119.202.248,100,203,1,4/12/18 10:04,R_2rO7iScNFnsTAwQ,,,,,42.36720276,-72.51850128,anonymous,EN,KP,10332954,2,1,1,1,2,1,1,2,1,1,1,2,1,25600,1,32500,1,1,Turning left out of a parking lot; no signalized left turns,2,
4/12/18 10:04,4/12/18 10:07,0,128.119.202.248,100,127,1,4/12/18 10:07,R_2PzekUGRkaldXsJ,,,,,42.36720276,-72.51850128,anonymous,EN,KP,10334411,2,1,2,1,2,2,2,2,1,2,2,2,1,377100,1,382900,1,1,,1,
4/12/18 10:07,4/12/18 10:12,0,128.119.202.248,100,325,1,4/12/18 10:12,R_2EEmi4Lj7n5LUY6,,,,,42.36720276,-72.51850128,anonymous,EN,KP,103382266,2,1,2,1,1,2,2,3,1,3,2,3,1,371300,1,377200,1,1,No left turns made,1,
4/12/18 10:12,4/12/18 10:14,0,128.119.202.248,100,133,1,4/12/18 10:14,R_1Lzc8niTLPN3Chw,,,,,42.36720276,-72.51850128,anonymous,EN,KP,103939799,2,1,2,1,2,2,2,2,1,2,2,2,1,559600,2,564500,1,1,,1,
4/12/18 10:16,4/12/18 10:19,0,128.119.202.248,100,205,1,4/12/18 10:19,R_2ZOKJF6yfp0iYXy,,,,,42.36720276,-72.51850128,anonymous,EN,KP,104569570,1,1,2,2,2,2,2,3,1,4,2,2,1,597700,1,601200,1,1,No signalized left turns. ,1,
4/12/18 10:19,4/12/18 10:23,0,128.119.202.248,100,227,1,4/12/18 10:23,R_2TAaiF4FBf0hA6W,,,,,42.36720276,-72.51850128,anonymous,EN,KP,104574786,2,1,2,1,1,2,2,3,1,4,2,2,1,244400,1,248300,1,1,No signalized left turns. ,1,
4/12/18 10:23,4/12/18 10:25,0,128.119.202.248,100,150,1,4/12/18 10:25,R_1eRW9Vtr9yRAsHA,,,,,42.36720276,-72.51850128,anonymous,EN,KP,104582121,2,1,2,2,2,2,2,3,1,2,2,3,1,443300,1,445900,2,1,No signalized left turns.,2,
4/12/18 10:25,4/12/18 10:28,0,128.119.202.248,100,141,1,4/12/18 10:28,R_10VgaSCBwGzXar1,,,,,42.36720276,-72.51850128,anonymous,EN,KP,104641818,2,1,2,1,2,1,2,2,1,1,1,2,1,26400,1,29300,1,1,No signalized left turns,1,
4/12/18 10:26,4/12/18 10:30,0,128.119.202.4,100,247,1,4/12/18 10:30,R_VI8318Zt64pPDON,,,,,42.36720276,-72.51850128,anonymous,EN,AR,22283284,2,1,2,1,1,2,2,1,1,2,2,1,1,427800,1,436500,1,1,,1,
4/12/18 10:28,4/12/18 10:31,0,128.119.202.248,100,184,1,4/12/18 10:31,R_2rUYJ9QBQuqvUX4,,,,,42.36720276,-72.51850128,anonymous,EN,KP,104759016,2,1,2,2,2,2,2,2,1,2,2,2,1,618000,1,incomplete,1,1,"Does not complete left turn, video cuts off",2,
4/12/18 10:30,4/12/18 10:32,0,128.119.202.4,100,117,1,4/12/18 10:32,R_3EgsxVijSb5dATY,,,,,42.36720276,-72.51850128,anonymous,EN,AR,22318977,2,1,2,2,2,2,2,3,1,4,2,2,1,461300,2,465000,2,1,,1,
4/12/18 10:31,4/12/18 10:34,0,128.119.202.248,100,180,1,4/12/18 10:34,R_TgRIhg8ymKbL8dz,,,,,42.36720276,-72.51850128,anonymous,EN,KP,105571618,2,1,2,1,2,2,2,3,1,2,2,3,1,1064600,1,1069400,1,1,No signalized left turns,1,
4/12/18 10:32,4/12/18 10:35,0,128.119.202.4,100,172,1,4/12/18 10:35,R_3ZWaEkePj3rTANr,,,,,42.36720276,-72.51850128,anonymous,EN,AR,22388472,2,1,2,2,2,2,2,2,1,2,4,3,1,169500,1,180600,1,1,"Did not use dedicated turn lane to turn left, Also drove over median",1,
4/12/18 10:35,4/12/18 10:37,0,128.119.202.4,100,137,1,4/12/18 10:37,R_332aSjSHaUx5QUc,,,,,42.36720276,-72.51850128,anonymous,EN,AR,22582642,2,1,2,1,2,2,2,3,1,2,2,3,1,1068800,1,1074800,1,1,,1,
4/12/18 10:34,4/12/18 10:37,0,128.119.202.248,100,169,1,4/12/18 10:37,R_2axXYdFvKFHfnvA,,,,,42.36720276,-72.51850128,anonymous,EN,KP,106163111,2,1,1,1,2,1,1,3,1,1,1,2,1,66900,1,69800,1,1,No signalized left turns,2,
4/12/18 10:37,4/12/18 10:39,0,128.119.202.4,100,130,1,4/12/18 10:39,R_24qRbeZOSTknwM3,,,,,42.36720276,-72.51850128,anonymous,EN,AR,22736780,2,2,2,2,2,2,2,3,1,4,2,2,1,365200,2,370500,2,1,,1,
4/12/18 10:37,4/12/18 10:40,0,128.119.202.248,100,181,1,4/12/18 10:40,R_3iwBzD1dXpUgl5t,,,,,42.36720276,-72.51850128,anonymous,EN,KP,107579723,2,1,1,1,1,2,2,3,1,2,2,3,1,508000,1,511300,1,1,"Unsure of intersection type, no signalized left turns made",1,
4/12/18 10:39,4/12/18 10:41,0,128.119.202.4,100,118,1,4/12/18 10:41,R_1mQT6nKBfqlu6QP,,,,,42.36720276,-72.51850128,anonymous,EN,AR,22755277,1,1,2,2,1,2,2,3,1,2,2,3,1,753700,1,756700,2,1,,1,
4/12/18 10:40,4/12/18 10:42,0,128.119.202.248,100,142,1,4/12/18 10:42,R_a4QpHxrrb0ZhDy1,,,,,42.36720276,-72.51850128,anonymous,EN,KP,107580137,2,2,2,1,1,2,2,1,1,2,2,3,1,1236500,1,1240000,1,1,No turns made,1,
4/12/18 10:41,4/12/18 10:43,0,128.119.202.4,100,119,1,4/12/18 10:43,R_29hrMQ7nfKBzdTK,,,,,42.36720276,-72.51850128,anonymous,EN,AR,22950898,2,2,2,2,2,2,2,3,1,2,2,3,1,323300,1,327600,2,1,,1,
4/12/18 10:42,4/12/18 10:45,0,128.119.202.248,100,156,1,4/12/18 10:45,R_1gSCcZ1ao3CJoGn,,,,,42.36720276,-72.51850128,anonymous,EN,KP,107589929,2,1,2,1,2,1,2,3,1,1,1,2,,668900,1,676300,1,1,No signalized turns made,1,
4/12/18 10:43,4/12/18 10:45,0,128.119.202.4,100,135,1,4/12/18 10:45,R_3j6BWkwsGap9H9z,,,,,42.36720276,-72.51850128,anonymous,EN,AR,23017002,2,1,2,1,2,2,2,3,1,2,2,3,1,246000,1,253900,1,1,"Didn't make a full right, pulled off the road",1,
4/12/18 10:45,4/12/18 10:47,0,128.119.202.4,100,87,1,4/12/18 10:47,R_3JJZLBxQoQQUSyv,,,,,42.36720276,-72.51850128,anonymous,EN,AR,23077788,2,1,1,2,2,2,1,2,1,,2,3,1,,1,,2,1,,2,
4/12/18 10:45,4/12/18 10:47,0,128.119.202.248,100,136,1,4/12/18 10:47,R_2dpi0o8ujuZzplG,,,,,42.36720276,-72.51850128,anonymous,EN,KP,108410789,2,1,2,2,1,2,2,2,1,2,4,3,1,546300,1,550600,2,1,Unsure if considered a 4 way intersection,1,
4/12/18 10:47,4/12/18 10:49,0,128.119.202.4,100,129,1,4/12/18 10:49,R_31vp3zqbBQQSbbG,,,,,42.36720276,-72.51850128,anonymous,EN,AR,23078381,2,1,2,2,2,2,2,2,1,2,4,3,1,1042000,1,1048700,2,1,,1,
4/12/18 10:49,4/12/18 10:52,0,128.119.202.4,100,148,1,4/12/18 10:52,R_1NrBKs6CDHgpt0e,,,,,42.36720276,-72.51850128,anonymous,EN,AR,23079821,1,1,2,2,2,2,2,2,1,2,2,3,1,3640400,1,3646100,2,1,,1,
4/12/18 10:52,4/12/18 10:54,0,128.119.202.4,100,117,1,4/12/18 10:54,R_3FPVbyiobZv3nTp,,,,,42.36720276,-72.51850128,anonymous,EN,AR,23083498,2,1,2,2,2,2,2,2,1,2,2,3,1,231700,1,246400,2,1,Had to stop in middle of intersection due to queue,1,
4/12/18 10:54,4/12/18 10:55,0,128.119.202.4,100,90,1,4/12/18 10:55,R_3MMUF88fD9SULB3,,,,,42.36720276,-72.51850128,anonymous,EN,AR,23174058,2,1,2,2,1,2,2,3,1,2,2,3,1,76700,1,79200,1,1,,1,
