System.Time_Stamp,vtti.timestamp,vtti.file_id,vtti.abs,vtti.accel_x,vtti.accel_y,vtti.accel_z,vtti.gyro_z,vtti.pedal_brake_state,vtti.speed_gps,vtti.speed_network,vtti.steering_wheel_position,vtti.turn_signal,vtti.video_frame
1.000000,7300.000000,50870081.000000,0.000000,-0.107300,-0.037700,-0.986000,0.975586,,,,-12.000000,,77.000000
2.000000,7400.000000,50870081.000000,0.000000,-0.075400,-0.017400,-0.997600,0.325195,,,33.000000,-12.000000,,79.000000
3.000000,7500.000000,50870081.000000,0.000000,-0.081200,-0.029000,-0.977300,0.650391,,,,-12.000000,,80.000000
4.000000,7600.000000,50870081.000000,0.000000,-0.069600,-0.020300,-0.974400,1.300781,,,32.000000,-12.000000,,82.000000
5.000000,7700.000000,50870081.000000,0.000000,-0.066700,-0.040600,-0.991800,0.650391,,,,-12.000000,,83.000000
6.000000,7800.000000,50870081.000000,0.000000,-0.098600,0.000000,-0.977300,0.650391,,,,-12.000000,,85.000000
7.000000,7900.000000,50870081.000000,0.000000,-0.084100,-0.034800,-0.983100,,,,32.000000,-12.000000,,86.000000
8.000000,8000.000000,50870081.000000,0.000000,-0.095700,-0.060900,-1.003400,0.650391,,,,-12.000000,,88.000000
9.000000,8100.000000,50870081.000000,0.000000,-0.098600,-0.031900,-0.983100,1.300781,,,32.000000,-12.000000,,89.000000
10.000000,8200.000000,50870081.000000,0.000000,-0.072500,-0.049300,-0.991800,0.650391,,,,-12.000000,,91.000000
11.000000,8300.000000,50870081.000000,0.000000,-0.095700,-0.002900,-0.994700,0.325195,,,,-12.000000,,92.000000
12.000000,8400.000000,50870081.000000,0.000000,-0.081200,-0.026100,-0.986000,0.975586,,,32.000000,-12.000000,,94.000000
13.000000,8500.000000,50870081.000000,0.000000,-0.075400,-0.046400,-0.980200,0.650391,,,,-12.000000,,95.000000
14.000000,8600.000000,50870081.000000,0.000000,-0.098600,-0.043500,-1.009200,1.300781,,,31.000000,-12.000000,,97.000000
15.000000,8700.000000,50870081.000000,0.000000,-0.089900,-0.023200,-0.994700,0.650391,1.000000,,,-12.000000,1.000000,98.000000
16.000000,8800.000000,50870081.000000,0.000000,-0.063800,0.005800,-0.925100,0.975586,,0.000000,,-12.000000,,100.000000
17.000000,8900.000000,50870081.000000,0.000000,-0.101500,-0.031900,-1.009200,,,,31.000000,-12.000000,,101.000000
18.000000,9000.000000,50870081.000000,0.000000,-0.101500,-0.046400,-1.000500,0.975586,1.000000,,,-12.000000,0.000000,103.000000
19.000000,9100.000000,50870081.000000,0.000000,-0.127600,-0.066700,-1.006300,0.325195,,,30.000000,-12.000000,,104.000000
20.000000,9200.000000,50870081.000000,0.000000,-0.116000,-0.008700,-0.991800,0.325195,,,,-12.000000,,106.000000
21.000000,9300.000000,50870081.000000,0.000000,-0.095700,-0.011600,-0.974400,0.325195,,,,-12.000000,,107.000000
22.000000,9400.000000,50870081.000000,0.000000,-0.113100,-0.058000,-1.003400,0.650391,1.000000,,29.000000,-12.000000,1.000000,109.000000
23.000000,9500.000000,50870081.000000,0.000000,-0.113100,-0.049300,-0.991800,0.975586,,,,-12.000000,,110.000000
