System.Time_Stamp,vtti.timestamp,vtti.file_id,vtti.abs,vtti.accel_x,vtti.accel_y,vtti.accel_z,vtti.gyro_z,vtti.pedal_brake_state,vtti.speed_gps,vtti.speed_network,vtti.steering_wheel_position,vtti.turn_signal,vtti.video_frame
1.000000,1118100.000000,6880603.000000,0.000000,-0.063800,-0.017400,-0.988900,0.000000,1.000000,,57.200001,31.500000,,
2.000000,1118200.000000,6880603.000000,0.000000,-0.049300,-0.011600,-0.991800,-0.650391,0.000000,,57.060001,31.500000,,16726.000000
3.000000,1118300.000000,6880603.000000,0.000000,-0.017400,-0.034800,-0.988900,-0.325195,0.000000,,56.849998,31.500000,,16728.000000
4.000000,1118400.000000,6880603.000000,0.000000,-0.023200,-0.011600,-0.974400,-0.325195,0.000000,,56.750000,31.500000,,16729.000000
5.000000,1118500.000000,6880603.000000,0.000000,-0.055100,-0.020300,-1.012100,-0.325195,0.000000,,56.709999,30.000000,,16731.000000
6.000000,1118600.000000,6880603.000000,0.000000,-0.034800,-0.011600,-0.991800,-0.650391,0.000000,58.869992,56.540001,28.500000,,16732.000000
7.000000,1118700.000000,6880603.000000,0.000000,-0.014500,0.002900,-0.988900,-0.650391,0.000000,,56.360001,28.500000,,16734.000000
8.000000,1118800.000000,6880603.000000,0.000000,-0.029000,-0.023200,-0.986000,-1.300781,0.000000,,56.230000,28.500000,,16735.000000
9.000000,1118900.000000,6880603.000000,0.000000,-0.037700,-0.029000,-0.991800,-1.300781,0.000000,,56.049999,28.500000,,16737.000000
10.000000,1119000.000000,6880603.000000,0.000000,-0.031900,-0.060900,-0.980200,-1.300781,0.000000,,55.930000,27.000000,,16738.000000
11.000000,1119100.000000,6880603.000000,0.000000,-0.029000,-0.049300,-0.986000,-0.650391,0.000000,,55.849998,27.000000,,16740.000000
12.000000,1119200.000000,6880603.000000,0.000000,-0.031900,-0.058000,-0.997600,-1.625977,0.000000,,55.730000,25.500000,,16741.000000
13.000000,1119300.000000,6880603.000000,0.000000,-0.023200,-0.037700,-0.994700,-1.951172,0.000000,,55.580002,25.500000,,16743.000000
14.000000,1119400.000000,6880603.000000,0.000000,-0.005800,-0.043500,-0.977300,-1.625977,0.000000,,55.549999,24.000000,,16744.000000
15.000000,1119500.000000,6880603.000000,0.000000,0.000000,-0.075400,-0.994700,-2.276367,0.000000,,55.599998,24.000000,,16746.000000
16.000000,1119600.000000,6880603.000000,0.000000,-0.005800,-0.058000,-0.983100,-1.951172,0.000000,57.777409,55.520000,24.000000,,16747.000000
17.000000,1119700.000000,6880603.000000,0.000000,0.020300,-0.075400,-0.988900,-2.276367,0.000000,,55.419998,24.000000,0.000000,16749.000000
18.000000,1119800.000000,6880603.000000,0.000000,0.020300,-0.069600,-0.965700,-1.951172,0.000000,,55.380001,24.000000,,16750.000000
19.000000,1119900.000000,6880603.000000,0.000000,0.023200,-0.058000,-0.983100,-2.276367,0.000000,,55.639999,24.000000,,16752.000000
20.000000,1120000.000000,6880603.000000,0.000000,0.026100,-0.095700,-0.980200,-2.276367,0.000000,,55.619999,25.500000,1.000000,16753.000000
21.000000,1120100.000000,6880603.000000,0.000000,0.029000,-0.031900,-0.965700,-1.300781,0.000000,,55.709999,25.500000,,16755.000000
22.000000,1120200.000000,6880603.000000,0.000000,0.049300,-0.034800,-0.983100,-0.975586,0.000000,,55.810001,25.500000,,16756.000000
23.000000,1120300.000000,6880603.000000,0.000000,0.046400,-0.029000,-0.974400,-1.625977,0.000000,,56.009998,25.500000,,16758.000000
24.000000,1120400.000000,6880603.000000,0.000000,0.043500,-0.023200,-0.980200,-1.625977,0.000000,,56.150002,25.500000,0.000000,16759.000000
25.000000,1120500.000000,6880603.000000,0.000000,0.040600,-0.023200,-0.986000,-1.625977,0.000000,,56.299999,25.500000,,16761.000000
26.000000,1120600.000000,6880603.000000,0.000000,0.052200,-0.055100,-0.983100,-1.300781,0.000000,58.018147,56.509998,25.500000,,16762.000000
27.000000,1120700.000000,6880603.000000,0.000000,0.040600,-0.081200,-0.988900,-1.625977,0.000000,,56.560001,25.500000,,16764.000000
28.000000,1120800.000000,6880603.000000,0.000000,0.055100,-0.092800,-0.977300,-1.625977,0.000000,,56.680000,25.500000,1.000000,16765.000000
29.000000,1120900.000000,6880603.000000,0.000000,0.066700,-0.089900,-0.965700,-1.300781,0.000000,,56.810001,25.500000,,16767.000000
30.000000,1121000.000000,6880603.000000,0.000000,0.043500,-0.078300,-0.962800,-1.300781,0.000000,,56.990002,27.000000,,16768.000000
31.000000,1121100.000000,6880603.000000,0.000000,0.049300,-0.037700,-0.968600,-0.975586,0.000000,,57.119999,30.000000,,16770.000000
32.000000,1121200.000000,6880603.000000,0.000000,0.052200,-0.011600,-0.980200,-0.975586,0.000000,,57.349998,31.500000,,16771.000000
33.000000,1121300.000000,6880603.000000,0.000000,0.060900,-0.002900,-0.971500,-0.325195,0.000000,,57.599998,33.000000,,16773.000000
34.000000,1121400.000000,6880603.000000,0.000000,0.066700,-0.005800,-0.968600,0.000000,0.000000,,57.820000,34.500000,,16774.000000
35.000000,1121500.000000,6880603.000000,0.000000,0.040600,-0.002900,-1.003400,0.000000,0.000000,,58.250000,36.000000,,16776.000000
36.000000,1121600.000000,6880603.000000,0.000000,0.063800,0.043500,-0.977300,0.325195,0.000000,59.536656,58.110001,37.500000,,16777.000000
37.000000,1121700.000000,6880603.000000,0.000000,0.069600,0.034800,-0.977300,0.650391,0.000000,,58.320000,39.000000,,16779.000000
