System.Time_Stamp,vtti.timestamp,vtti.file_id,vtti.abs,vtti.accel_x,vtti.accel_y,vtti.accel_z,vtti.gyro_z,vtti.pedal_brake_state,vtti.speed_gps,vtti.speed_network,vtti.steering_wheel_position,vtti.turn_signal,vtti.video_frame
1.000000,322700.000000,2049831.000000,0.000000,-0.203000,0.069600,-0.986000,-0.325195,1.000000,,37.000000,-0.600000,,
2.000000,322800.000000,2049831.000000,0.000000,-0.046400,-0.081200,-0.986000,0.650391,1.000000,,36.200001,1.000000,,
3.000000,322900.000000,2049831.000000,0.000000,-0.127600,0.023200,-1.038200,0.975586,1.000000,,36.200001,1.200000,0.000000,
4.000000,323000.000000,2049831.000000,0.000000,-0.029000,0.055100,-0.936700,0.325195,1.000000,,35.700001,0.100000,0.000000,
5.000000,323100.000000,2049831.000000,0.000000,-0.075400,0.029000,-0.942500,0.000000,1.000000,,35.700001,-0.100000,0.000000,
6.000000,323200.000000,2049831.000000,0.000000,-0.078300,0.052200,-0.991800,0.000000,1.000000,,34.599998,-0.300000,,
7.000000,323300.000000,2049831.000000,0.000000,-0.113100,-0.005800,-0.951200,0.325195,1.000000,,35.200001,-0.800000,0.000000,
8.000000,323400.000000,2049831.000000,0.000000,-0.121800,-0.020300,-1.006300,0.325195,1.000000,,34.299999,-0.800000,0.000000,
9.000000,323500.000000,2049831.000000,0.000000,-0.110200,-0.017400,-0.994700,0.000000,1.000000,,34.400002,-0.900000,0.000000,
10.000000,323600.000000,2049831.000000,0.000000,-0.118900,0.063800,-1.020800,0.650391,1.000000,,34.000000,-3.200000,,
11.000000,323700.000000,2049831.000000,0.000000,-0.040600,0.005800,-0.988900,0.000000,1.000000,,33.599998,-5.400000,0.000000,
12.000000,323800.000000,2049831.000000,0.000000,-0.023200,-0.037700,-1.006300,-0.325195,0.000000,,34.099998,-6.400000,0.000000,
13.000000,323900.000000,2049831.000000,0.000000,0.020300,0.002900,-0.994700,-1.300780,0.000000,,33.599998,-6.600000,0.000000,
14.000000,324000.000000,2049831.000000,0.000000,-0.020300,-0.034800,-0.991800,-0.975586,0.000000,,33.500000,-7.100000,,
15.000000,324100.000000,2049831.000000,0.000000,-0.014500,-0.014500,-1.009200,-0.650391,0.000000,,33.599998,-7.200000,0.000000,
16.000000,324200.000000,2049831.000000,0.000000,0.017400,0.011600,-0.930900,-0.650391,0.000000,,33.200001,-7.300000,0.000000,
17.000000,324300.000000,2049831.000000,0.000000,-0.005800,-0.017400,-0.997600,-0.975586,0.000000,32.759050,33.500000,-7.300000,0.000000,
18.000000,324400.000000,2049831.000000,0.000000,-0.040600,0.037700,-1.044000,-0.650391,0.000000,,33.400002,-7.300000,0.000000,
19.000000,324500.000000,2049831.000000,0.000000,-0.029000,-0.017400,-0.919300,-0.975586,0.000000,,33.400002,-7.300000,0.000000,
20.000000,324600.000000,2049831.000000,0.000000,0.055100,0.078300,-0.899000,-0.650391,0.000000,,33.299999,-7.000000,0.000000,
21.000000,324700.000000,2049831.000000,0.000000,-0.002900,-0.156600,-1.061400,-0.650391,0.000000,,33.000000,-5.600000,0.000000,
22.000000,324800.000000,2049831.000000,0.000000,-0.066700,0.058000,-0.974400,-0.325195,0.000000,,32.900002,-4.700000,0.000000,
23.000000,324900.000000,2049831.000000,0.000000,-0.121800,-0.014500,-1.049800,-0.975586,0.000000,,33.400002,-4.400000,0.000000,
