System.Time_Stamp,vtti.timestamp,vtti.file_id,vtti.abs,vtti.accel_x,vtti.accel_y,vtti.accel_z,vtti.gyro_z,vtti.pedal_brake_state,vtti.speed_gps,vtti.speed_network,vtti.steering_wheel_position,vtti.turn_signal,vtti.video_frame
1.000000,40200.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.971500,0.000000,1.000000,,,0.000000,,
2.000000,40300.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,,1.000000,,0.000000,0.000000,,574.000000
3.000000,40400.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,0.000000,1.000000,,0.000000,0.000000,,576.000000
4.000000,40500.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.971500,0.000000,1.000000,,0.000000,0.000000,,577.000000
5.000000,40600.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.971500,0.000000,1.000000,,,0.000000,,579.000000
6.000000,40700.000000,69514071.000000,0.000000,-0.002900,-0.008700,-0.968600,0.000000,1.000000,,0.000000,0.000000,,580.000000
7.000000,40800.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,-0.325195,1.000000,,,0.000000,,582.000000
8.000000,40900.000000,69514071.000000,0.000000,-0.002900,-0.008700,-0.968600,-0.325195,1.000000,,0.000000,0.000000,,583.000000
9.000000,41000.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.971500,0.000000,1.000000,,0.000000,0.000000,,585.000000
10.000000,41100.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,0.650391,1.000000,0.796291,0.000000,0.000000,,586.000000
11.000000,41200.000000,69514071.000000,0.000000,-0.002900,-0.008700,-0.968600,0.000000,1.000000,,,0.000000,,588.000000
12.000000,41300.000000,69514071.000000,0.000000,0.000000,-0.008700,-0.968600,,1.000000,,0.000000,0.000000,,589.000000
13.000000,41400.000000,69514071.000000,0.000000,-0.005800,-0.011600,-0.968600,0.325195,1.000000,,,0.000000,,591.000000
14.000000,41500.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,-0.325195,1.000000,,,0.000000,,592.000000
15.000000,41600.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,-0.325195,1.000000,,0.000000,0.000000,,594.000000
16.000000,41700.000000,69514071.000000,0.000000,-0.002900,-0.008700,-0.968600,0.000000,1.000000,,0.000000,0.000000,,595.000000
17.000000,41800.000000,69514071.000000,0.000000,-0.005800,-0.011600,-0.968600,0.650391,1.000000,,0.000000,0.000000,,597.000000
18.000000,41900.000000,69514071.000000,0.000000,-0.005800,-0.011600,-0.968600,-0.325195,1.000000,,0.000000,0.000000,,598.000000
19.000000,42000.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,-0.325195,1.000000,,0.000000,0.000000,,600.000000
20.000000,42100.000000,69514071.000000,0.000000,-0.002900,-0.008700,-0.971500,-0.325195,1.000000,0.685181,0.000000,0.000000,,601.000000
21.000000,42200.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,0.000000,1.000000,,0.000000,0.000000,,603.000000
22.000000,42300.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.971500,,1.000000,,,0.000000,,604.000000
23.000000,42400.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,-0.325195,1.000000,,0.000000,0.000000,,606.000000
24.000000,42500.000000,69514071.000000,0.000000,-0.002900,-0.008700,-0.968600,-0.975586,1.000000,,0.000000,0.000000,,607.000000
25.000000,42600.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.971500,0.000000,1.000000,,0.000000,0.000000,,609.000000
26.000000,42700.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,-0.325195,1.000000,,0.000000,0.000000,,610.000000
27.000000,42800.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,-0.325195,1.000000,,,0.000000,,612.000000
28.000000,42900.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,-0.650391,1.000000,,0.000000,0.000000,,613.000000
29.000000,43000.000000,69514071.000000,0.000000,-0.002900,-0.008700,-0.968600,0.650391,1.000000,,0.000000,0.000000,,615.000000
30.000000,43100.000000,69514071.000000,0.000000,-0.002900,-0.008700,-0.968600,-0.325195,1.000000,0.648144,0.000000,0.000000,,616.000000
31.000000,43200.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,-0.325195,1.000000,,0.000000,0.000000,,618.000000
32.000000,43300.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.971500,,1.000000,,,0.000000,,619.000000
33.000000,43400.000000,69514071.000000,0.000000,-0.002900,-0.008700,-0.968600,0.000000,1.000000,,0.000000,0.000000,,621.000000
34.000000,43500.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,-0.650391,1.000000,,0.000000,0.000000,,622.000000
35.000000,43600.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,-0.325195,1.000000,,0.000000,0.000000,,624.000000
36.000000,43700.000000,69514071.000000,0.000000,-0.005800,-0.008700,-0.968600,0.000000,1.000000,,0.000000,0.000000,,625.000000
37.000000,43800.000000,69514071.000000,0.000000,-0.005800,-0.011600,-0.968600,-0.650391,1.000000,,0.000000,0.000000,,627.000000
38.000000,43900.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,0.325195,1.000000,,0.000000,0.000000,,628.000000
39.000000,44000.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,-0.650391,1.000000,,0.000000,0.000000,,630.000000
40.000000,44100.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,0.000000,1.000000,0.462960,0.000000,0.000000,,631.000000
41.000000,44200.000000,69514071.000000,0.000000,-0.005800,-0.011600,-0.971500,0.000000,1.000000,,,0.000000,,633.000000
42.000000,44300.000000,69514071.000000,0.000000,-0.002900,-0.008700,-0.968600,,1.000000,,0.000000,0.000000,,634.000000
43.000000,44400.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,0.000000,1.000000,,0.000000,0.000000,,636.000000
44.000000,44500.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,-0.325195,1.000000,,0.000000,0.000000,,637.000000
45.000000,44600.000000,69514071.000000,0.000000,-0.005800,-0.011600,-0.971500,0.000000,1.000000,,0.000000,0.000000,,639.000000
46.000000,44700.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,0.000000,1.000000,,0.000000,0.000000,,640.000000
47.000000,44800.000000,69514071.000000,0.000000,-0.002900,-0.008700,-0.968600,0.000000,1.000000,,,0.000000,,642.000000
48.000000,44900.000000,69514071.000000,0.000000,-0.005800,-0.011600,-0.968600,-1.625977,1.000000,,0.000000,0.000000,,643.000000
49.000000,45000.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.971500,0.000000,1.000000,,,0.000000,,645.000000
50.000000,45100.000000,69514071.000000,0.000000,-0.002900,-0.008700,-0.968600,0.000000,1.000000,0.407405,0.000000,0.000000,,646.000000
51.000000,45200.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.971500,0.000000,1.000000,,0.000000,0.000000,,648.000000
52.000000,45300.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.968600,-0.325195,1.000000,,0.000000,0.000000,,649.000000
53.000000,45400.000000,69514071.000000,0.000000,-0.002900,-0.011600,-0.971500,,1.000000,,0.000000,0.000000,,651.000000
