System.Time_Stamp,vtti.timestamp,vtti.file_id,vtti.abs,vtti.accel_x,vtti.accel_y,vtti.accel_z,vtti.gyro_z,vtti.pedal_brake_state,vtti.speed_gps,vtti.speed_network,vtti.steering_wheel_position,vtti.turn_signal,vtti.video_frame
1.000000,225000.000000,12175418.000000,0.000000,-0.052200,-0.020300,-0.974400,0.000000,0.000000,,52.959999,-160.500000,,3341.000000
2.000000,225100.000000,12175418.000000,0.000000,-0.020300,-0.031900,-0.951200,0.000000,0.000000,,52.880001,-160.500000,,3342.000000
3.000000,225200.000000,12175418.000000,0.000000,-0.040600,-0.017400,-0.942500,,0.000000,,52.919998,-160.500000,,3344.000000
4.000000,225300.000000,12175418.000000,0.000000,-0.069600,-0.037700,-0.951200,0.000000,0.000000,,52.930000,-160.500000,,3345.000000
5.000000,225400.000000,12175418.000000,0.000000,-0.075400,-0.031900,-0.991800,0.325195,0.000000,,53.060001,-160.500000,,3347.000000
6.000000,225500.000000,12175418.000000,0.000000,-0.055100,0.008700,-0.986000,0.325195,0.000000,,53.080002,-160.500000,,3348.000000
7.000000,225600.000000,12175418.000000,0.000000,-0.040600,-0.014500,-0.988900,0.325195,0.000000,,53.110001,-160.500000,,3350.000000
8.000000,225700.000000,12175418.000000,0.000000,-0.040600,-0.029000,-0.986000,0.000000,0.000000,,53.090000,-160.500000,,3351.000000
9.000000,225800.000000,12175418.000000,0.000000,-0.060900,-0.002900,-0.991800,0.000000,0.000000,,53.040001,-160.500000,,3353.000000
10.000000,225900.000000,12175418.000000,0.000000,-0.063800,-0.017400,-0.988900,0.325195,0.000000,45.481191,53.099998,-160.500000,,3354.000000
11.000000,226000.000000,12175418.000000,0.000000,-0.034800,-0.017400,-0.980200,0.000000,0.000000,,53.080002,-160.500000,,3356.000000
12.000000,226100.000000,12175418.000000,0.000000,-0.046400,-0.023200,-0.974400,0.325195,0.000000,,53.090000,-162.000000,,3357.000000
13.000000,226200.000000,12175418.000000,0.000000,-0.055100,-0.034800,-0.983100,,0.000000,,53.099998,-162.000000,,3359.000000
14.000000,226300.000000,12175418.000000,0.000000,-0.049300,-0.037700,-0.988900,0.000000,0.000000,,53.009998,-162.000000,,3360.000000
15.000000,226400.000000,12175418.000000,0.000000,-0.055100,-0.031900,-0.980200,0.000000,0.000000,,53.049999,-162.000000,,3362.000000
16.000000,226500.000000,12175418.000000,0.000000,-0.043500,-0.049300,-0.974400,0.000000,0.000000,,52.980000,-162.000000,,3363.000000
17.000000,226600.000000,12175418.000000,0.000000,-0.046400,-0.037700,-0.997600,0.000000,0.000000,,53.020000,-162.000000,,3365.000000
18.000000,226700.000000,12175418.000000,0.000000,-0.072500,-0.046400,-1.000500,0.000000,0.000000,,53.009998,-162.000000,,3366.000000
19.000000,226800.000000,12175418.000000,0.000000,-0.040600,-0.043500,-0.986000,0.650391,0.000000,,52.889999,-162.000000,,3368.000000
20.000000,226900.000000,12175418.000000,0.000000,-0.046400,-0.052200,-0.977300,0.000000,0.000000,45.721929,52.799999,-163.500000,,3369.000000
21.000000,227000.000000,12175418.000000,0.000000,-0.046400,-0.084100,-0.968600,0.325195,0.000000,,52.779999,-165.000000,,3371.000000
22.000000,227100.000000,12175418.000000,0.000000,-0.063800,-0.049300,-0.997600,0.650391,0.000000,,52.730000,-165.000000,,3372.000000
23.000000,227200.000000,12175418.000000,0.000000,-0.066700,-0.081200,-0.980200,,0.000000,,52.740002,-165.000000,,3374.000000
24.000000,227300.000000,12175418.000000,0.000000,-0.029000,-0.037700,-0.980200,-0.325195,0.000000,,52.660000,-165.000000,,3375.000000
25.000000,227400.000000,12175418.000000,0.000000,-0.040600,-0.078300,-0.962800,-0.650391,0.000000,,52.430000,-165.000000,,3377.000000
26.000000,227500.000000,12175418.000000,0.000000,-0.052200,-0.060900,-0.983100,-0.650391,0.000000,,52.480000,-165.000000,,3378.000000
27.000000,227600.000000,12175418.000000,0.000000,-0.043500,-0.055100,-0.930900,-0.325195,0.000000,,52.369999,-165.000000,,3380.000000
28.000000,227700.000000,12175418.000000,0.000000,-0.031900,-0.040600,-0.951200,-0.325195,0.000000,,52.230000,-165.000000,,3381.000000
29.000000,227800.000000,12175418.000000,0.000000,-0.069600,-0.060900,-0.962800,0.000000,0.000000,,52.360001,-165.000000,,3383.000000
30.000000,227900.000000,12175418.000000,0.000000,-0.078300,-0.040600,-0.997600,-0.325195,0.000000,48.981167,52.320000,-163.500000,,3384.000000
31.000000,228000.000000,12175418.000000,0.000000,-0.069600,-0.040600,-1.026600,0.000000,0.000000,,52.310001,-163.500000,,3386.000000
32.000000,228100.000000,12175418.000000,0.000000,-0.046400,-0.014500,-1.015000,0.000000,0.000000,,52.130001,-163.500000,,3387.000000
33.000000,228200.000000,12175418.000000,0.000000,-0.017400,-0.017400,-0.986000,,0.000000,,52.040001,-163.500000,,3389.000000
34.000000,228300.000000,12175418.000000,0.000000,-0.060900,-0.029000,-1.006300,0.000000,0.000000,,51.959999,-162.000000,,3390.000000
35.000000,228400.000000,12175418.000000,0.000000,-0.043500,-0.031900,-0.968600,0.000000,0.000000,,51.709999,-162.000000,,3392.000000
36.000000,228500.000000,12175418.000000,0.000000,-0.023200,-0.058000,-0.954100,0.000000,0.000000,,51.619999,-162.000000,,3393.000000
37.000000,228600.000000,12175418.000000,0.000000,-0.037700,-0.049300,-0.913500,0.000000,0.000000,,51.520000,-162.000000,,3395.000000
38.000000,228700.000000,12175418.000000,0.000000,-0.037700,0.014500,-0.922200,-0.975586,0.000000,,51.380001,-162.000000,,3396.000000
39.000000,228800.000000,12175418.000000,0.000000,-0.095700,-0.124700,-1.012100,0.000000,0.000000,,51.810001,-162.000000,,3398.000000
40.000000,228900.000000,12175418.000000,0.000000,-0.121800,0.069600,-1.012100,0.000000,0.000000,49.166352,51.570000,-162.000000,,3399.000000
41.000000,229000.000000,12175418.000000,0.000000,0.008700,-0.011600,-1.032400,0.000000,0.000000,,51.259998,-162.000000,,3401.000000
42.000000,229100.000000,12175418.000000,0.000000,-0.011600,0.008700,-1.000500,0.000000,0.000000,,51.160000,-162.000000,,3402.000000
43.000000,229200.000000,12175418.000000,0.000000,-0.055100,0.000000,-0.994700,,0.000000,,51.099998,-162.000000,,3404.000000
44.000000,229300.000000,12175418.000000,0.000000,-0.040600,-0.020300,-0.968600,0.000000,0.000000,,51.000000,-162.000000,,3405.000000
45.000000,229400.000000,12175418.000000,0.000000,-0.023200,-0.026100,-0.959900,0.000000,0.000000,,50.900002,-162.000000,,3407.000000
46.000000,229500.000000,12175418.000000,0.000000,-0.017400,-0.023200,-0.922200,0.000000,0.000000,,50.709999,-162.000000,,3408.000000
47.000000,229600.000000,12175418.000000,0.000000,-0.034800,-0.029000,-0.936700,0.000000,0.000000,,50.599998,-162.000000,,3410.000000
48.000000,229700.000000,12175418.000000,0.000000,-0.063800,-0.005800,-0.942500,-0.650391,0.000000,,50.610001,-162.000000,,3411.000000
49.000000,229800.000000,12175418.000000,0.000000,-0.040600,-0.011600,-0.942500,0.000000,0.000000,,50.470001,-162.000000,,3413.000000
50.000000,229900.000000,12175418.000000,0.000000,-0.031900,0.002900,-0.954100,0.000000,0.000000,49.073761,50.389999,-162.000000,,3414.000000
51.000000,230000.000000,12175418.000000,0.000000,-0.058000,-0.014500,-0.965700,0.000000,0.000000,,50.389999,-162.000000,,3416.000000
52.000000,230100.000000,12175418.000000,0.000000,-0.046400,0.000000,-0.965700,0.000000,0.000000,,50.299999,-162.000000,,3417.000000
53.000000,230200.000000,12175418.000000,0.000000,-0.031900,-0.014500,-0.968600,,0.000000,,50.240002,-162.000000,,3419.000000
54.000000,230300.000000,12175418.000000,0.000000,-0.043500,-0.031900,-0.971500,0.000000,0.000000,,50.209999,-162.000000,,3420.000000
55.000000,230400.000000,12175418.000000,0.000000,-0.043500,-0.014500,-0.965700,0.000000,0.000000,,50.160000,-162.000000,,3422.000000
56.000000,230500.000000,12175418.000000,0.000000,-0.040600,-0.017400,-0.965700,0.000000,0.000000,,50.080002,-162.000000,,3423.000000
57.000000,230600.000000,12175418.000000,0.000000,-0.040600,-0.034800,-0.974400,0.000000,0.000000,,49.980000,-162.000000,,3425.000000
58.000000,230700.000000,12175418.000000,0.000000,-0.037700,-0.011600,-0.971500,-0.650391,0.000000,,49.900002,-162.000000,,3426.000000
59.000000,230800.000000,12175418.000000,0.000000,-0.049300,-0.005800,-0.974400,0.650391,0.000000,,49.830002,-162.000000,,3428.000000
60.000000,230900.000000,12175418.000000,0.000000,-0.052200,-0.023200,-0.994700,0.000000,0.000000,49.129314,49.860001,-162.000000,,3429.000000
61.000000,231000.000000,12175418.000000,0.000000,-0.034800,-0.029000,-0.983100,0.000000,0.000000,,49.770000,-162.000000,,3431.000000
62.000000,231100.000000,12175418.000000,0.000000,-0.026100,-0.029000,-0.980200,0.000000,0.000000,,49.639999,-162.000000,,3432.000000
63.000000,231200.000000,12175418.000000,0.000000,-0.037700,-0.020300,-0.962800,,0.000000,,49.599998,-162.000000,,3434.000000
64.000000,231300.000000,12175418.000000,0.000000,-0.037700,-0.014500,-0.945400,0.000000,0.000000,,49.439999,-162.000000,,3435.000000
65.000000,231400.000000,12175418.000000,0.000000,-0.043500,-0.023200,-0.959900,0.325195,0.000000,,49.369999,-162.000000,,3437.000000
66.000000,231500.000000,12175418.000000,0.000000,-0.049300,-0.011600,-0.959900,0.325195,0.000000,,49.470001,-162.000000,,3438.000000
67.000000,231600.000000,12175418.000000,0.000000,-0.049300,-0.008700,-0.983100,0.000000,0.000000,,49.290001,-162.000000,,3440.000000
68.000000,231700.000000,12175418.000000,0.000000,-0.049300,-0.002900,-1.006300,-1.300780,0.000000,,49.259998,-162.000000,,3441.000000
69.000000,231800.000000,12175418.000000,0.000000,-0.040600,-0.014500,-0.971500,0.000000,0.000000,,49.110001,-162.000000,,3443.000000
70.000000,231900.000000,12175418.000000,0.000000,-0.017400,0.000000,-0.959900,0.000000,0.000000,49.795979,48.930000,-162.000000,,3444.000000
71.000000,232000.000000,12175418.000000,0.000000,-0.046400,-0.014500,-0.951200,0.000000,0.000000,,48.860001,-162.000000,,3446.000000
72.000000,232100.000000,12175418.000000,0.000000,-0.060900,-0.008700,-0.962800,0.000000,0.000000,,48.830002,-162.000000,,3447.000000
73.000000,232200.000000,12175418.000000,0.000000,-0.052200,-0.002900,-0.965700,,0.000000,,48.779999,-162.000000,,3449.000000
74.000000,232300.000000,12175418.000000,0.000000,-0.034800,-0.005800,-0.959900,0.325195,0.000000,,48.660000,-162.000000,,3450.000000
75.000000,232400.000000,12175418.000000,0.000000,-0.034800,-0.020300,-0.962800,1.300780,0.000000,,48.529999,-162.000000,,3452.000000
76.000000,232500.000000,12175418.000000,0.000000,-0.052200,-0.014500,-0.954100,0.000000,0.000000,,48.490002,-162.000000,,3453.000000
77.000000,232600.000000,12175418.000000,0.000000,-0.063800,-0.008700,-0.968600,0.000000,0.000000,,48.400002,-162.000000,,3455.000000
78.000000,232700.000000,12175418.000000,0.000000,-0.049300,-0.014500,-0.983100,0.000000,0.000000,,48.330002,-162.000000,,3456.000000
79.000000,232800.000000,12175418.000000,0.000000,-0.046400,-0.011600,-0.977300,0.650391,0.000000,,48.250000,-162.000000,,3458.000000
80.000000,232900.000000,12175418.000000,0.000000,,,,0.000000,0.000000,50.499677,48.299999,-162.000000,,3459.000000
81.000000,233000.000000,12175418.000000,0.000000,-0.031900,-0.011600,-0.994700,0.000000,0.000000,,48.410000,-162.000000,,3461.000000
82.000000,233100.000000,12175418.000000,0.000000,-0.031900,-0.014500,-0.994700,0.000000,0.000000,,48.240002,-162.000000,,3462.000000
83.000000,233200.000000,12175418.000000,0.000000,-0.017400,-0.040600,-0.988900,0.000000,0.000000,,48.220001,-162.000000,,3464.000000
84.000000,233300.000000,12175418.000000,0.000000,-0.017400,-0.023200,-1.000500,,0.000000,,48.220001,-162.000000,,3465.000000
85.000000,233400.000000,12175418.000000,0.000000,-0.014500,-0.031900,-0.959900,0.000000,0.000000,,47.939999,-162.000000,,3467.000000
86.000000,233500.000000,12175418.000000,0.000000,-0.026100,-0.026100,-0.951200,0.000000,0.000000,,47.849998,-162.000000,,3468.000000
87.000000,233600.000000,12175418.000000,0.000000,-0.046400,-0.011600,-0.954100,0.000000,0.000000,,47.799999,-162.000000,,3470.000000
88.000000,233700.000000,12175418.000000,0.000000,-0.058000,-0.034800,-0.974400,0.000000,0.000000,,47.740002,-162.000000,,3471.000000
89.000000,233800.000000,12175418.000000,0.000000,-0.034800,0.008700,-0.916400,0.000000,1.000000,,47.480000,-166.500000,,3473.000000
90.000000,233900.000000,12175418.000000,0.000000,-0.046400,-0.046400,-0.986000,0.325195,1.000000,50.092273,47.330002,-169.500000,,3474.000000
91.000000,234000.000000,12175418.000000,0.000000,-0.089900,-0.023200,-0.959900,-1.300780,1.000000,,47.209999,-171.000000,,3476.000000
92.000000,234100.000000,12175418.000000,0.000000,-0.081200,-0.078300,-0.948300,-1.625980,1.000000,,46.790001,-171.000000,,3477.000000
93.000000,234200.000000,12175418.000000,0.000000,-0.110200,-0.069600,-0.957000,-1.300780,1.000000,,46.450001,-171.000000,,3479.000000
94.000000,234300.000000,12175418.000000,0.000000,-0.159500,-0.063800,-0.965700,,1.000000,,45.939999,-171.000000,,3480.000000
95.000000,234400.000000,12175418.000000,0.000000,-0.171100,-0.075400,-0.968600,-1.300780,1.000000,,45.490002,-171.000000,,3482.000000
96.000000,234500.000000,12175418.000000,0.000000,-0.150800,-0.060900,-0.954100,-0.975586,1.000000,,45.009998,-171.000000,,3483.000000
97.000000,234600.000000,12175418.000000,0.000000,-0.153700,-0.066700,-0.974400,-1.300780,1.000000,,44.630001,-171.000000,,3485.000000
98.000000,234700.000000,12175418.000000,0.000000,-0.153700,-0.075400,-1.003400,-1.300780,1.000000,,44.320000,-169.500000,,3486.000000
99.000000,234800.000000,12175418.000000,0.000000,-0.118900,-0.031900,-0.968600,-1.300780,1.000000,,44.009998,-169.500000,,3488.000000
100.000000,234900.000000,12175418.000000,0.000000,-0.066700,-0.029000,-0.957000,-0.975586,1.000000,,43.660000,-169.500000,,3489.000000
101.000000,235000.000000,12175418.000000,0.000000,-0.069600,-0.020300,-0.962800,-0.975586,1.000000,,43.430000,-169.500000,,3491.000000
102.000000,235100.000000,12175418.000000,0.000000,-0.084100,-0.014500,-0.965700,-0.975586,1.000000,,43.169998,-169.500000,,3492.000000
103.000000,235200.000000,12175418.000000,0.000000,-0.092800,-0.017400,-0.962800,-0.975586,1.000000,,42.930000,-168.000000,,3494.000000
104.000000,235300.000000,12175418.000000,0.000000,-0.078300,-0.043500,-0.974400,-0.650391,1.000000,,42.820000,-168.000000,,3495.000000
105.000000,235400.000000,12175418.000000,0.000000,-0.078300,-0.034800,-0.959900,,1.000000,,42.599998,-168.000000,,3497.000000
